1,40
1,15
2,15
3,15
15,33
15,23
15,14
18,39
18,37
18,23
18,33
33,19
33,17
33,41
16,34
34,41
41,35
41,36
36,44
36,32
36,31
36,21
36,7
32,23
31,13
44,13
4,20
20,35
35,21
21,5
21,6
6,7
6,8
7,8
7,25
43,9
13,22
13,9
13,43
13,23
22,12
12,42
8,24
8,23
9,23
23,37
23,24
24,10
24,37
37,11
37,25
25,38
38,42
37,42
42,39
39,30
39,14
38,28
25,11
11,26
26,37
8,14
28,30
30,23
45,41
45,42
